"Notes"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"2000"	"2000"	"Disorders of both mitral and tricuspid valves"	"I08.1"	86	281421906	0.0
	"2000"	"2000"	"Disorders of both aortic and tricuspid valves"	"I08.2"	5	281421906	Unreliable
	"2000"	"2000"	"Combined disorders of mitral, aortic and tricuspid valves"	"I08.3"	22	281421906	0.0
	"2000"	"2000"	"Other multiple valve diseases"	"I08.8"	2	281421906	Unreliable
	"2000"	"2000"	"Multiple valve disease, unspecified"	"I08.9"	6	281421906	Unreliable
	"2000"	"2000"	"Rheumatic myocarditis"	"I09.0"	13	281421906	Unreliable
	"2000"	"2000"	"Rheumatic diseases of endocardium, valve unspecified"	"I09.1"	147	281421906	0.1
	"2000"	"2000"	"Other specified rheumatic heart diseases"	"I09.8"	1	281421906	Unreliable
	"2000"	"2000"	"Rheumatic heart disease, unspecified"	"I09.9"	645	281421906	0.2
	"2000"	"2000"	"Essential (primary) hypertension"	"I10"	10296	281421906	3.7
	"2000"	"2000"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	8354	281421906	3.0
	"2000"	"2000"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	15407	281421906	5.5
	"2000"	"2000"	"Hypertensive renal disease with renal failure"	"I12.0"	7497	281421906	2.7
	"2000"	"2000"	"Hypertensive renal disease without renal failure"	"I12.9"	280	281421906	0.1
	"2000"	"2000"	"Hypertensive heart and renal disease with (congestive) heart failure"	"I13.0"	26	281421906	0.0
	"2000"	"2000"	"Hypertensive heart and renal disease with renal failure"	"I13.1"	1100	281421906	0.4
	"2000"	"2000"	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	1572	281421906	0.6
	"2000"	"2000"	"Hypertensive heart and renal disease, unspecified"	"I13.9"	87	281421906	0.0
	"2000"	"2000"	"Unstable angina"	"I20.0"	81	281421906	0.0
	"2000"	"2000"	"Angina pectoris with documented spasm"	"I20.1"	18	281421906	Unreliable
	"2000"	"2000"	"Other forms of angina pectoris"	"I20.8"	1	281421906	Unreliable
	"2000"	"2000"	"Angina pectoris, unspecified"	"I20.9"	301	281421906	0.1
	"2000"	"2000"	"Acute transmural myocardial infarction of anterior wall"	"I21.0"	10	281421906	Unreliable
	"2000"	"2000"	"Acute transmural myocardial infarction of inferior wall"	"I21.1"	3	281421906	Unreliable
	"2000"	"2000"	"Acute transmural myocardial infarction of other sites"	"I21.2"	10	281421906	Unreliable
	"2000"	"2000"	"Acute transmural myocardial infarction of unspecified site"	"I21.3"	27	281421906	0.0
	"2000"	"2000"	"Acute subendocardial myocardial infarction"	"I21.4"	306	281421906	0.1
	"2000"	"2000"	"Acute myocardial infarction, unspecified"	"I21.9"	192539	281421906	68.4
	"2000"	"2000"	"Subsequent myocardial infarction of inferior wall"	"I22.1"	2	281421906	Unreliable
	"2000"	"2000"	"Subsequent myocardial infarction of unspecified site"	"I22.9"	1	281421906	Unreliable
	"2000"	"2000"	"Dressler syndrome"	"I24.1"	2	281421906	Unreliable
	"2000"	"2000"	"Other forms of acute ischaemic heart disease"	"I24.8"	2666	281421906	0.9
	"2000"	"2000"	"Acute ischaemic heart disease, unspecified"	"I24.9"	695	281421906	0.2
	"2000"	"2000"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	69554	281421906	24.7
	"2000"	"2000"	"Atherosclerotic heart disease"	"I25.1"	222368	281421906	79.0
	"2000"	"2000"	"Old myocardial infarction"	"I25.2"	315	281421906	0.1
	"2000"	"2000"	"Aneurysm of heart"	"I25.3"	92	281421906	0.0
	"2000"	"2000"	"Coronary artery aneurysm"	"I25.4"	14	281421906	Unreliable
	"2000"	"2000"	"Ischaemic cardiomyopathy"	"I25.5"	12199	281421906	4.3
	"2000"	"2000"	"Other forms of chronic ischaemic heart disease"	"I25.8"	1822	281421906	0.6
	"2000"	"2000"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	12178	281421906	4.3
	"2000"	"2000"	"Pulmonary embolism with mention of acute cor pulmonale"	"I26.0"	29	281421906	0.0
	"2000"	"2000"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	8408	281421906	3.0
	"2000"	"2000"	"Primary pulmonary hypertension"	"I27.0"	3065	281421906	1.1
	"2000"	"2000"	"Kyphoscoliotic heart disease"	"I27.1"	75	281421906	0.0
	"2000"	"2000"	"Other specified pulmonary heart diseases"	"I27.8"	9	281421906	Unreliable
	"2000"	"2000"	"Pulmonary heart disease, unspecified"	"I27.9"	1399	281421906	0.5
	"2000"	"2000"	"Arteriovenous fistula of pulmonary vessels"	"I28.0"	2	281421906	Unreliable
	"2000"	"2000"	"Aneurysm of pulmonary artery"	"I28.1"	6	281421906	Unreliable
	"2000"	"2000"	"Other specified diseases of pulmonary vessels"	"I28.8"	44	281421906	0.0
	"2000"	"2000"	"Disease of pulmonary vessels, unspecified"	"I28.9"	10	281421906	Unreliable
	"2000"	"2000"	"Acute nonspecific idiopathic pericarditis"	"I30.0"	3	281421906	Unreliable
	"2000"	"2000"	"Infective pericarditis"	"I30.1"	24	281421906	0.0
	"2000"	"2000"	"Other forms of acute pericarditis"	"I30.8"	13	281421906	Unreliable
	"2000"	"2000"	"Acute pericarditis, unspecified"	"I30.9"	25	281421906	0.0
	"2000"	"2000"	"Chronic adhesive pericarditis"	"I31.0"	4	281421906	Unreliable
	"2000"	"2000"	"Chronic constrictive pericarditis"	"I31.1"	47	281421906	0.0
	"2000"	"2000"	"Haemopericardium, not elsewhere classified"	"I31.2"	29	281421906	0.0
	"2000"	"2000"	"Pericardial effusion (noninflammatory)"	"I31.3"	151	281421906	0.1
	"2000"	"2000"	"Other specified diseases of pericardium"	"I31.8"	1	281421906	Unreliable
	"2000"	"2000"	"Disease of pericardium, unspecified"	"I31.9"	212	281421906	0.1
	"2000"	"2000"	"Acute and subacute infective endocarditis"	"I33.0"	1135	281421906	0.4
	"2000"	"2000"	"Acute endocarditis, unspecified"	"I33.9"	37	281421906	0.0
	"2000"	"2000"	"Mitral (valve) insufficiency"	"I34.0"	2409	281421906	0.9
	"2000"	"2000"	"Mitral (valve) prolapse"	"I34.1"	314	281421906	0.1
	"2000"	"2000"	"Nonrheumatic mitral (valve) stenosis"	"I34.2"	7	281421906	Unreliable
	"2000"	"2000"	"Other nonrheumatic mitral valve disorders"	"I34.8"	105	281421906	0.0
	"2000"	"2000"	"Nonrheumatic mitral valve disorder, unspecified"	"I34.9"	30	281421906	0.0
	"2000"	"2000"	"Aortic (valve) stenosis"	"I35.0"	10088	281421906	3.6
	"2000"	"2000"	"Aortic (valve) insufficiency"	"I35.1"	631	281421906	0.2
	"2000"	"2000"	"Aortic (valve) stenosis with insufficiency"	"I35.2"	84	281421906	0.0
	"2000"	"2000"	"Other aortic valve disorders"	"I35.8"	176	281421906	0.1
	"2000"	"2000"	"Aortic valve disorder, unspecified"	"I35.9"	1401	281421906	0.5
	"2000"	"2000"	"Nonrheumatic tricuspid (valve) insufficiency"	"I36.1"	1	281421906	Unreliable
	"2000"	"2000"	"Nonrheumatic tricuspid valve disorder, unspecified"	"I36.9"	2	281421906	Unreliable
	"2000"	"2000"	"Pulmonary valve stenosis"	"I37.0"	5	281421906	Unreliable
	"2000"	"2000"	"Pulmonary valve insufficiency"	"I37.1"	2	281421906	Unreliable
	"2000"	"2000"	"Other pulmonary valve disorders"	"I37.8"	4	281421906	Unreliable
	"2000"	"2000"	"Pulmonary valve disorder, unspecified"	"I37.9"	1	281421906	Unreliable
	"2000"	"2000"	"Endocarditis, valve unspecified"	"I38"	4477	281421906	1.6
	"2000"	"2000"	"Infective myocarditis"	"I40.0"	175	281421906	0.1
	"2000"	"2000"	"Isolated myocarditis"	"I40.1"	5	281421906	Unreliable
	"2000"	"2000"	"Acute myocarditis, unspecified"	"I40.9"	78	281421906	0.0
	"2000"	"2000"	"Dilated cardiomyopathy"	"I42.0"	5249	281421906	1.9
	"2000"	"2000"	"Obstructive hypertrophic cardiomyopathy"	"I42.1"	221	281421906	0.1
	"2000"	"2000"	"Other hypertrophic cardiomyopathy"	"I42.2"	1295	281421906	0.5
	"2000"	"2000"	"Endomyocardial (eosinophilic) disease"	"I42.3"	2	281421906	Unreliable
	"2000"	"2000"	"Endocardial fibroelastosis"	"I42.4"	80	281421906	0.0
	"2000"	"2000"	"Other restrictive cardiomyopathy"	"I42.5"	95	281421906	0.0
	"2000"	"2000"	"Alcoholic cardiomyopathy"	"I42.6"	486	281421906	0.2
	"2000"	"2000"	"Cardiomyopathy due to drugs and other external agents"	"I42.7"	20	281421906	0.0
	"2000"	"2000"	"Other cardiomyopathies"	"I42.8"	29	281421906	0.0
	"2000"	"2000"	"Cardiomyopathy, unspecified"	"I42.9"	19736	281421906	7.0
	"2000"	"2000"	"Atrioventricular block, first degree"	"I44.0"	1	281421906	Unreliable
	"2000"	"2000"	"Atrioventricular block, second degree"	"I44.1"	14	281421906	Unreliable
	"2000"	"2000"	"Atrioventricular block, complete"	"I44.2"	349	281421906	0.1
	"2000"	"2000"	"Other and unspecified atrioventricular block"	"I44.3"	30	281421906	0.0
	"2000"	"2000"	"Other and unspecified right bundle-branch block"	"I45.1"	4	281421906	Unreliable
	"2000"	"2000"	"Bifascicular block"	"I45.2"	3	281421906	Unreliable
	"2000"	"2000"	"Trifascicular block"	"I45.3"	4	281421906	Unreliable
	"2000"	"2000"	"Nonspecific intraventricular block"	"I45.4"	1	281421906	Unreliable
	"2000"	"2000"	"Other specified heart block"	"I45.5"	7	281421906	Unreliable
	"2000"	"2000"	"Pre-excitation syndrome"	"I45.6"	32	281421906	0.0
	"2000"	"2000"	"Other specified conduction disorders"	"I45.8"	114	281421906	0.0
	"2000"	"2000"	"Conduction disorder, unspecified"	"I45.9"	125	281421906	0.0
	"2000"	"2000"	"Cardiac arrest with successful resuscitation"	"I46.0"	2	281421906	Unreliable
	"2000"	"2000"	"Sudden cardiac death, so described"	"I46.1"	2811	281421906	1.0
	"2000"	"2000"	"Cardiac arrest, unspecified"	"I46.9"	15099	281421906	5.4
	"2000"	"2000"	"Re-entry ventricular arrhythmia"	"I47.0"	4	281421906	Unreliable
	"2000"	"2000"	"Supraventricular tachycardia"	"I47.1"	124	281421906	0.0
	"2000"	"2000"	"Ventricular tachycardia"	"I47.2"	495	281421906	0.2
	"2000"	"2000"	"Paroxysmal tachycardia, unspecified"	"I47.9"	3	281421906	Unreliable
	"2000"	"2000"	"Atrial fibrillation and flutter"	"I48"	8736	281421906	3.1
	"2000"	"2000"	"Ventricular fibrillation and flutter"	"I49.0"	1371	281421906	0.5
	"2000"	"2000"	"Atrial premature depolarization"	"I49.1"	1	281421906	Unreliable
	"2000"	"2000"	"Ventricular premature depolarization"	"I49.3"	17	281421906	Unreliable
	"2000"	"2000"	"Other and unspecified premature depolarization"	"I49.4"	1	281421906	Unreliable
	"2000"	"2000"	"Sick sinus syndrome"	"I49.5"	430	281421906	0.2
	"2000"	"2000"	"Other specified cardiac arrhythmias"	"I49.8"	40	281421906	0.0
	"2000"	"2000"	"Cardiac arrhythmia, unspecified"	"I49.9"	8512	281421906	3.0
	"2000"	"2000"	"Congestive heart failure"	"I50.0"	51546	281421906	18.3
	"2000"	"2000"	"Left ventricular failure"	"I50.1"	163	281421906	0.1
	"2000"	"2000"	"Heart failure, unspecified"	"I50.9"	3995	281421906	1.4
	"2000"	"2000"	"Cardiac septal defect, acquired"	"I51.0"	19	281421906	Unreliable
	"2000"	"2000"	"Rupture of chordae tendineae, not elsewhere classified"	"I51.1"	20	281421906	0.0
	"2000"	"2000"	"Rupture of papillary muscle, not elsewhere classified"	"I51.2"	17	281421906	Unreliable
	"2000"	"2000"	"Intracardiac thrombosis, not elsewhere classified"	"I51.3"	3	281421906	Unreliable
	"2000"	"2000"	"Myocarditis, unspecified"	"I51.4"	511	281421906	0.2
	"2000"	"2000"	"Myocardial degeneration"	"I51.5"	176	281421906	0.1
	"2000"	"2000"	"Cardiovascular disease, unspecified"	"I51.6"	3846	281421906	1.4
	"2000"	"2000"	"Cardiomegaly"	"I51.7"	1384	281421906	0.5
	"2000"	"2000"	"Other ill-defined heart diseases"	"I51.8"	658	281421906	0.2
	"2000"	"2000"	"Heart disease, unspecified"	"I51.9"	2824	281421906	1.0
	"2000"	"2000"	"Subarachnoid haemorrhage from carotid siphon and bifurcation"	"I60.0"	63	281421906	0.0
	"2000"	"2000"	"Subarachnoid haemorrhage from middle cerebral artery"	"I60.1"	1	281421906	Unreliable
	"2000"	"2000"	"Subarachnoid haemorrhage from anterior communicating artery"	"I60.2"	5	281421906	Unreliable
	"2000"	"2000"	"Subarachnoid haemorrhage from posterior communicating artery"	"I60.3"	1	281421906	Unreliable
	"2000"	"2000"	"Subarachnoid haemorrhage from basilar artery"	"I60.4"	4	281421906	Unreliable
	"2000"	"2000"	"Subarachnoid haemorrhage from other intracranial arteries"	"I60.6"	66	281421906	0.0
	"2000"	"2000"	"Subarachnoid haemorrhage from intracranial artery, unspecified"	"I60.7"	563	281421906	0.2
	"2000"	"2000"	"Other subarachnoid haemorrhage"	"I60.8"	21	281421906	0.0
	"2000"	"2000"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	5814	281421906	2.1
	"2000"	"2000"	"Intracerebral haemorrhage in hemisphere, subcortical"	"I61.0"	174	281421906	0.1
	"2000"	"2000"	"Intracerebral haemorrhage in hemisphere, cortical"	"I61.1"	128	281421906	0.0
	"2000"	"2000"	"Intracerebral haemorrhage in hemisphere, unspecified"	"I61.2"	56	281421906	0.0
	"2000"	"2000"	"Intracerebral haemorrhage in brain stem"	"I61.3"	642	281421906	0.2
	"2000"	"2000"	"Intracerebral haemorrhage in cerebellum"	"I61.4"	601	281421906	0.2
	"2000"	"2000"	"Intracerebral haemorrhage, intraventricular"	"I61.5"	780	281421906	0.3
	"2000"	"2000"	"Intracerebral haemorrhage, multiple localized"	"I61.6"	3	281421906	Unreliable
	"2000"	"2000"	"Other intracerebral haemorrhage"	"I61.8"	73	281421906	0.0
	"2000"	"2000"	"Intracerebral haemorrhage, unspecified"	"I61.9"	17883	281421906	6.4
	"2000"	"2000"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	1603	281421906	0.6
	"2000"	"2000"	"Nontraumatic extradural haemorrhage"	"I62.1"	6	281421906	Unreliable
	"2000"	"2000"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	5453	281421906	1.9
	"2000"	"2000"	"Cerebral infarction due to thrombosis of precerebral arteries"	"I63.0"	165	281421906	0.1
	"2000"	"2000"	"Cerebral infarction due to embolism of precerebral arteries"	"I63.1"	25	281421906	0.0
	"2000"	"2000"	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	738	281421906	0.3
	"2000"	"2000"	"Cerebral infarction due to thrombosis of cerebral arteries"	"I63.3"	2383	281421906	0.8
	"2000"	"2000"	"Cerebral infarction due to embolism of cerebral arteries"	"I63.4"	637	281421906	0.2
	"2000"	"2000"	"Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries"	"I63.5"	306	281421906	0.1
	"2000"	"2000"	"Cerebral infarction due to cerebral venous thrombosis, nonpyogenic"	"I63.6"	1	281421906	Unreliable
	"2000"	"2000"	"Other cerebral infarction"	"I63.8"	65	281421906	0.0
	"2000"	"2000"	"Cerebral infarction, unspecified"	"I63.9"	9427	281421906	3.3
	"2000"	"2000"	"Stroke, not specified as haemorrhage or infarction"	"I64"	90379	281421906	32.1
	"2000"	"2000"	"Dissection of cerebral arteries, nonruptured"	"I67.0"	27	281421906	0.0
	"2000"	"2000"	"Cerebral aneurysm, nonruptured"	"I67.1"	425	281421906	0.2
	"2000"	"2000"	"Cerebral atherosclerosis"	"I67.2"	1343	281421906	0.5
	"2000"	"2000"	"Progressive vascular leukoencephalopathy"	"I67.3"	26	281421906	0.0
	"2000"	"2000"	"Hypertensive encephalopathy"	"I67.4"	72	281421906	0.0
	"2000"	"2000"	"Moyamoya disease"	"I67.5"	11	281421906	Unreliable
	"2000"	"2000"	"Cerebral arteritis, not elsewhere classified"	"I67.7"	94	281421906	0.0
	"2000"	"2000"	"Other specified cerebrovascular diseases"	"I67.8"	1152	281421906	0.4
	"2000"	"2000"	"Cerebrovascular disease, unspecified"	"I67.9"	5896	281421906	2.1
	"2000"	"2000"	"Sequelae of subarachnoid haemorrhage"	"I69.0"	60	281421906	0.0
	"2000"	"2000"	"Sequelae of intracerebral haemorrhage"	"I69.1"	187	281421906	0.1
	"2000"	"2000"	"Sequelae of other nontraumatic intracranial haemorrhage"	"I69.2"	78	281421906	0.0
	"2000"	"2000"	"Sequelae of cerebral infarction"	"I69.3"	914	281421906	0.3
	"2000"	"2000"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	10278	281421906	3.7
	"2000"	"2000"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	9032	281421906	3.2
	"2000"	"2000"	"Atherosclerosis of aorta"	"I70.0"	58	281421906	0.0
	"2000"	"2000"	"Atherosclerosis of renal artery"	"I70.1"	76	281421906	0.0
	"2000"	"2000"	"Atherosclerosis of arteries of extremities"	"I70.2"	557	281421906	0.2
	"2000"	"2000"	"Atherosclerosis of other arteries"	"I70.8"	3	281421906	Unreliable
	"2000"	"2000"	"Generalized and unspecified atherosclerosis"	"I70.9"	13699	281421906	4.9
	"2000"	"2000"	"Dissection of aorta [any part]"	"I71.0"	3499	281421906	1.2
	"2000"	"2000"	"Thoracic aortic aneurysm, ruptured"	"I71.1"	1190	281421906	0.4
	"2000"	"2000"	"Thoracic aortic aneurysm, without mention of rupture"	"I71.2"	755	281421906	0.3
	"2000"	"2000"	"Abdominal aortic aneurysm, ruptured"	"I71.3"	5626	281421906	2.0
	"2000"	"2000"	"Abdominal aortic aneurysm, without mention of rupture"	"I71.4"	2231	281421906	0.8
	"2000"	"2000"	"Thoracoabdominal aortic aneurysm, ruptured"	"I71.5"	40	281421906	0.0
	"2000"	"2000"	"Thoracoabdominal aortic aneurysm, without mention of rupture"	"I71.6"	84	281421906	0.0
	"2000"	"2000"	"Aortic aneurysm of unspecified site, ruptured"	"I71.8"	1623	281421906	0.6
	"2000"	"2000"	"Aortic aneurysm of unspecified site, without mention of rupture"	"I71.9"	762	281421906	0.3
	"2000"	"2000"	"Aneurysm of carotid artery"	"I72.0"	40	281421906	0.0
	"2000"	"2000"	"Aneurysm of artery of upper extremity"	"I72.1"	1	281421906	Unreliable
	"2000"	"2000"	"Aneurysm of renal artery"	"I72.2"	38	281421906	0.0
	"2000"	"2000"	"Aneurysm of iliac artery"	"I72.3"	176	281421906	0.1
	"2000"	"2000"	"Aneurysm of artery of lower extremity"	"I72.4"	53	281421906	0.0
	"2000"	"2000"	"Aneurysm of other specified arteries"	"I72.8"	106	281421906	0.0
	"2000"	"2000"	"Aneurysm of unspecified site"	"I72.9"	370	281421906	0.1
	"2000"	"2000"	"Raynaud syndrome"	"I73.0"	11	281421906	Unreliable
	"2000"	"2000"	"Thromboangiitis obliterans [Buerger]"	"I73.1"	11	281421906	Unreliable
	"2000"	"2000"	"Other specified peripheral vascular diseases"	"I73.8"	30	281421906	0.0
	"2000"	"2000"	"Peripheral vascular disease, unspecified"	"I73.9"	7173	281421906	2.5
	"2000"	"2000"	"Embolism and thrombosis of abdominal aorta"	"I74.0"	64	281421906	0.0
	"2000"	"2000"	"Embolism and thrombosis of other and unspecified parts of aorta"	"I74.1"	240	281421906	0.1
	"2000"	"2000"	"Embolism and thrombosis of arteries of upper extremities"	"I74.2"	11	281421906	Unreliable
	"2000"	"2000"	"Embolism and thrombosis of arteries of lower extremities"	"I74.3"	166	281421906	0.1
	"2000"	"2000"	"Embolism and thrombosis of arteries of extremities, unspecified"	"I74.4"	38	281421906	0.0
	"2000"	"2000"	"Embolism and thrombosis of iliac artery"	"I74.5"	24	281421906	0.0
	"2000"	"2000"	"Embolism and thrombosis of other arteries"	"I74.8"	34	281421906	0.0
	"2000"	"2000"	"Embolism and thrombosis of unspecified artery"	"I74.9"	389	281421906	0.1
	"2000"	"2000"	"Arteriovenous fistula, acquired"	"I77.0"	25	281421906	0.0
	"2000"	"2000"	"Stricture of artery"	"I77.1"	157	281421906	0.1
	"2000"	"2000"	"Rupture of artery"	"I77.2"	167	281421906	0.1
	"2000"	"2000"	"Arterial fibromuscular dysplasia"	"I77.3"	6	281421906	Unreliable
	"2000"	"2000"	"Coeliac artery compression syndrome"	"I77.4"	1	281421906	Unreliable
	"2000"	"2000"	"Necrosis of artery"	"I77.5"	3	281421906	Unreliable
	"2000"	"2000"	"Arteritis, unspecified"	"I77.6"	511	281421906	0.2
	"2000"	"2000"	"Other specified disorders of arteries and arterioles"	"I77.8"	28	281421906	0.0
	"2000"	"2000"	"Disorder of arteries and arterioles, unspecified"	"I77.9"	298	281421906	0.1
	"2000"	"2000"	"Hereditary haemorrhagic telangiectasia"	"I78.0"	28	281421906	0.0
	"2000"	"2000"	"Naevus, non-neoplastic"	"I78.1"	13	281421906	Unreliable
	"2000"	"2000"	"Other diseases of capillaries"	"I78.8"	10	281421906	Unreliable
	"2000"	"2000"	"Disease of capillaries, unspecified"	"I78.9"	4	281421906	Unreliable
	"2000"	"2000"	"Phlebitis and thrombophlebitis of superficial vessels of lower extremities"	"I80.0"	2	281421906	Unreliable
	"2000"	"2000"	"Phlebitis and thrombophlebitis of femoral vein"	"I80.1"	37	281421906	0.0
	"2000"	"2000"	"Phlebitis and thrombophlebitis of other deep vessels of lower extremities"	"I80.2"	2632	281421906	0.9
	"2000"	"2000"	"Phlebitis and thrombophlebitis of lower extremities, unspecified"	"I80.3"	295	281421906	0.1
	"2000"	"2000"	"Phlebitis and thrombophlebitis of other sites"	"I80.8"	12	281421906	Unreliable
	"2000"	"2000"	"Phlebitis and thrombophlebitis of unspecified site"	"I80.9"	162	281421906	0.1
	"2000"	"2000"	"Portal vein thrombosis"	"I81"	61	281421906	0.0
	"2000"	"2000"	"Budd-Chiari syndrome"	"I82.0"	43	281421906	0.0
	"2000"	"2000"	"Thrombophlebitis migrans"	"I82.1"	2	281421906	Unreliable
	"2000"	"2000"	"Embolism and thrombosis of vena cava"	"I82.2"	36	281421906	0.0
	"2000"	"2000"	"Embolism and thrombosis of renal vein"	"I82.3"	3	281421906	Unreliable
	"2000"	"2000"	"Embolism and thrombosis of other specified veins"	"I82.8"	68	281421906	0.0
	"2000"	"2000"	"Embolism and thrombosis of unspecified vein"	"I82.9"	57	281421906	0.0
	"2000"	"2000"	"Varicose veins of lower extremities with ulcer"	"I83.0"	63	281421906	0.0
	"2000"	"2000"	"Varicose veins of lower extremities with inflammation"	"I83.1"	15	281421906	Unreliable
